Product Name,Region,Sales,Profit,Discount,Category,Date
Newell 347,Southern US,12.84,3.72,0,Office Supplies,12-01-2015
"Apple Smart Phone, with Caller ID",South America,2300.62,38.2,0.4,Technology,12/23/2012
"Sauder Classic Bookcase, Traditional",North Africa,2615.94,1072.44,0,Furniture,02-07-2014
"Sharp Wireless Fax, Digital",Southern Asia,1066.68,394.65,0,Technology,12/28/2012
Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Eastern US,2.22,0.67,0,Office Supplies,10/25/2015
"Nokia Smart Phone, Cordless",Southern Africa,2544.6,814.2,0,Technology,4/29/2012
"Hon Conference Table, Adjustable Height",Oceania,3694.68,886.68,0,Furniture,10-10-2012
"Lesro Round Table, with Bottom Storage",Eastern Asia,2214.85,-221.57,0.3,Furniture,8/26/2014
"SAFCO Executive Leather Armchair, Set of Two",South America,1236.48,111.28,0,Furniture,9/24/2014
"Hamilton Beach Stove, Black",Central America,1805.9,126.4,0,Office Supplies,12/19/2015
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Western US,5.22,2.4,0,Office Supplies,11/21/2012
"OIC #2 Pencils, Medium Soft",Eastern US,3.01,0.34,0.2,Office Supplies,12/23/2013
Avery Metallic Poly Binders,Eastern US,8.6,-6.3,0.7,Office Supplies,9/29/2015
"Hamilton Beach Stove, Silver",Central America,1810.3,54.3,0,Office Supplies,06-07-2015
"Nokia Smart Phone, Cordless",Central America,2120.5,106,0,Technology,9/14/2015
"Apple Smart Phone, Full Size",Eastern Asia,1275,140.22,0,Technology,4/17/2015
"Konica Printer, Wireless",Western Europe,1593.65,-225.16,0.15,Technology,11/24/2013
"Bush Classic Bookcase, Traditional",Western Europe,1114.24,383.71,0.1,Furniture,03-08-2015
"Cisco Smart Phone, with Caller ID",Western Europe,2944.08,1112.13,0.1,Technology,7/28/2013
"KitchenAid Stove, Black",Southeastern Asia,3309.26,318.86,0.17,Office Supplies,11-09-2015
"Harbour Creations Rocking Chair, Adjustable",South America,897.48,322.92,0,Furniture,11/24/2015
"Ikea Classic Bookcase, Metal",Western Europe,2056.05,390.6,0,Furniture,6/13/2012
"Sharp Wireless Fax, Digital",Central America,2365.66,18.86,0.002,Technology,9/19/2013
"Brother Fax Machine, Digital",Oceania,1336.36,44.44,0.4,Technology,11/24/2012
"Hewlett Wireless Fax, Digital",Eastern Asia,3038.64,1245.84,0,Technology,08-12-2013
"Breville Microwave, White",Northern Europe,2698.65,890.46,0,Office Supplies,3/23/2014
"Canon Fax Machine, High-Speed",Southern Africa,3799.08,455.76,0,Technology,01-04-2015
"Hon Executive Leather Armchair, Red",Southern Asia,2756.34,413.28,0,Furniture,10-09-2013
"Apple Signal Booster, with Caller ID",Southern Europe,983.88,-11.16,0.1,Technology,08-07-2013
"Harbour Creations Executive Leather Armchair, Adjustable",Southeastern Asia,1719.81,117.66,0.27,Furniture,10-02-2013
"KitchenAid Stove, Silver",Southeastern Asia,1421.54,428.12,0.17,Office Supplies,3/29/2015
"Brother Fax Machine, High-Speed",Caribbean,1053.69,441.29,0.002,Technology,11/21/2015
"HP Wireless Fax, Laser",Western Europe,1440.84,-1268.04,0.5,Technology,11/30/2012
"Harbour Creations Executive Leather Armchair, Adjustable",Oceania,2544.37,621.79,0.1,Furniture,11-04-2012
Xerox 1949,Southern US,27.89,10.11,0.2,Office Supplies,5/25/2015
"Hewlett Fax and Copier, Color",Eastern Europe,1554.48,341.76,0,Technology,12-06-2013
"Samsung Smart Phone, Cordless",Central America,1278,89.46,0,Technology,12-04-2014
"Cisco Smart Phone, Full Size",Central America,3474.08,625.28,0,Technology,12/24/2013
"Apple Smart Phone, Full Size",Central America,2550,357,0,Technology,9/15/2013
GBC DocuBind TL300 Electric Binding System,Eastern US,538.19,-412.62,0.7,Office Supplies,9/19/2015
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Eastern US,579.53,83.71,0.1,Furniture,9/28/2012
Bevis Round Conference Table Top & Single Column Base,Central US,1024.38,215.12,0,Furniture,11/13/2013
"Samsung Audio Dock, with Caller ID",Western Asia,934.25,-1331.65,0.6,Technology,5/26/2013
O'Sullivan Living Dimensions 5-Shelf Bookcases,Eastern US,353.57,-44.2,0.2,Furniture,6/27/2014
"Cisco Smart Phone, Cordless",Western Africa,3908.88,1563.48,0,Technology,4/17/2015
"Motorola Smart Phone, Full Size",Central America,2142.3,556.9,0,Technology,09-02-2015
"KitchenAid Refrigerator, Red",Oceania,1900.58,-348.52,0.4,Office Supplies,5/18/2015
"Hoover Microwave, White",Central Africa,1840.68,496.98,0,Office Supplies,12/15/2013
"Sauder Classic Bookcase, Pine",Northern Europe,2624.04,446.04,0,Furniture,04-03-2012
"Safco Classic Bookcase, Pine",Southern Asia,3076.5,215.25,0,Furniture,02-07-2013
"Nokia Smart Phone, with Caller ID",Southeastern Asia,3181.77,344.97,0.17,Technology,06-01-2014
"Rogers File Cart, Blue",Southern Europe,1392.63,-139.56,0.1,Office Supplies,09-01-2013
"Novimex Swivel Stool, Black",Eastern Asia,1296.24,285.12,0,Furniture,6/16/2012
"Breville Stove, Black",Eastern Asia,1682.91,487.98,0,Office Supplies,8/31/2015
"Samsung Smart Phone, Cordless",Central America,1278,89.46,0,Technology,10/27/2012
"Motorola Smart Phone, Full Size",Eastern Europe,2570.76,976.8,0,Technology,3/23/2015
"Chromcraft Conference Table, Adjustable Height",South America,2332.96,349.86,0.2,Furniture,9/18/2015
"Safco Classic Bookcase, Pine",Oceania,1582.2,-870.3,0.4,Furniture,8/28/2013
Logitech Trackman Marble Mouse,Eastern US,71.98,19.79,0.2,Technology,9/19/2015
"Lesro Coffee Table, with Bottom Storage",Oceania,1512,498.96,0,Furniture,08-04-2014
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Eastern US,186.14,60.5,0.2,Office Supplies,6/27/2014
"Apple Smart Phone, Full Size",Southern Africa,2550,714,0,Technology,12/27/2015
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Eastern US,47.98,14.4,0.2,Technology,9/19/2015
"Hon Executive Leather Armchair, Black",Northern Europe,2285.7,845.7,0,Furniture,2/25/2013
"Bush Stackable Bookrack, Traditional",Southeastern Asia,1029.26,10.82,0.07,Furniture,10/13/2015
"Hewlett Fax Machine, High-Speed",Central America,1058.28,-2.12,0.002,Technology,4/23/2015
"Apple Smart Phone, with Caller ID",Southern Asia,5751.54,2817.99,0,Technology,6/17/2014
"Sauder Library with Doors, Traditional",Western Europe,2442.07,-244.25,0.1,Furniture,9/20/2014
"Smead Lockers, Blue",Oceania,1190.52,178.56,0,Office Supplies,9/19/2015
"Hamilton Beach Refrigerator, Red",Western Europe,3150.82,-35.09,0.1,Office Supplies,12-03-2015
"Brother Fax Machine, Color",Western Europe,1599.9,719.85,0,Technology,09-01-2015
"Bush Classic Bookcase, Traditional",Eastern Asia,2063.4,123.75,0,Furniture,6/26/2015
"Rogers Lockers, Single Width",Eastern Europe,1269.9,558.72,0,Office Supplies,10/25/2015
"Bush Library with Doors, Metal",Southern Asia,3274.02,261.9,0,Furniture,8/19/2012
"Samsung Smart Phone, VoIP",Central America,848.32,110.28,0,Technology,9/14/2015
Hanging Personal Folder File,Central US,94.2,23.55,0,Office Supplies,04-05-2015
"Sharp Wireless Fax, Laser",Southern Europe,2847.36,711.84,0,Technology,1/16/2015
"Novimex Executive Leather Armchair, Red",Southeastern Asia,1725.75,-483.3,0.25,Furniture,11/15/2015
"Hewlett Copy Machine, Color",Southeastern Asia,1479.31,-63.65,0.07,Technology,6/13/2014
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Eastern US,22.51,2.25,0.2,Furniture,9/19/2015
"Hewlett Personal Copier, High-Speed",Southeastern Asia,1282.23,12.69,0,Technology,9/25/2015
"Ikea Classic Bookcase, Pine",Central Africa,2478.6,49.5,0,Furniture,1/13/2012
"Computer Room Manger, 14""",Eastern US,97.44,35.08,0,Furniture,9/28/2012
"Hewlett Fax Machine, Laser",Eastern Asia,959.76,460.62,0,Technology,7/30/2014
Newell 309,Southern US,34.65,10.4,0,Office Supplies,12-06-2015
"Hamilton Beach Refrigerator, White",Southeastern Asia,4135.64,847.04,0.17,Office Supplies,05-04-2015
"Sauder Classic Bookcase, Traditional",Central America,2325.28,511.52,0,Furniture,9/29/2012
"Sauder Classic Bookcase, Metal",Oceania,5486.67,2316.51,0.1,Furniture,6/28/2015
"Rogers Lockers, Blue",Southern Europe,1523.66,-50.98,0.1,Office Supplies,04-07-2012
"Nokia Smart Phone, Full Size",Western Europe,1625.24,-76.57,0.15,Technology,08-09-2015
Staples,Central US,28.4,13.35,0,Office Supplies,04-05-2015
"Tenex Lockers, Blue",Western Europe,734.94,130.62,0.1,Office Supplies,2/16/2015
Belkin 7-Outlet SurgeMaster Home Series,Western US,13.97,3.63,0,Office Supplies,12/25/2012
"Office Star Swivel Stool, Red",Eastern Europe,1391.52,69.36,0,Furniture,8/19/2013
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Central US,26.22,12.32,0,Office Supplies,11/13/2013
"KitchenAid Refrigerator, Black",South America,2461.06,566.02,0,Office Supplies,08-08-2013
SpineVue Locking Slant-D Ring Binders by Cardinal,Eastern US,36.56,12.8,0.2,Office Supplies,6/27/2014
Akro Stacking Bins,Central US,18.94,-3.79,0.2,Office Supplies,05-07-2014
"Konica Card Printer, Wireless",Southeastern Asia,1226.19,612.99,0,Technology,08-11-2013
"Barricks Wood Table, with Bottom Storage",Oceania,1809.26,-258.5,0.3,Furniture,2/22/2014
"Belkin Router, Bluetooth",Oceania,1863,393.24,0.1,Technology,7/19/2013
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Central US,6,2.1,0.2,Office Supplies,9/17/2014
"Smead Lockers, Wire Frame",Western Europe,1244.19,-13.92,0.1,Office Supplies,04-12-2015
"Barricks Conference Table, Adjustable Height",Western Europe,2364.1,-218.3,0.35,Furniture,6/20/2013
"Hewlett Wireless Fax, Color",Western Europe,1946.31,114.45,0.15,Technology,01-02-2015
Sterilite Show Offs Storage Containers,Central US,12.67,-3.17,0.2,Office Supplies,05-07-2014
"Hamilton Beach Microwave, Black",Western Europe,2283.71,-0.22,0.1,Office Supplies,1/17/2013
"Samsung Smart Phone, Full Size",Central Africa,2549.76,1172.88,0,Technology,6/14/2013
"Hewlett Copy Machine, Color",Oceania,3299.56,366.28,0.1,Technology,3/22/2015
"Cuisinart Microwave, White",Western Europe,2489.4,273.78,0,Office Supplies,11/17/2013
Avery 502,Central US,5.04,1.76,0.2,Office Supplies,05-07-2014
Binder Posts,Eastern US,3.44,-2.76,0.7,Office Supplies,9/19/2015
"Sauder Stackable Bookrack, Mobile",Western Europe,1189.24,250.99,0.1,Furniture,5/19/2015
Binder Posts,Central US,17.22,7.92,0,Office Supplies,11/13/2013
"Harbour Creations Executive Leather Armchair, Adjustable",Central America,1269.6,355.44,0,Furniture,12/24/2015
"Apple Smart Phone, Full Size",Southern Asia,3499.16,-3009.44,0.5,Technology,9/14/2014
"Lesro Conference Table, Rectangular",Oceania,2993.03,726.83,0.3,Furniture,1/13/2014
"Brother Fax Machine, Color",Western Europe,815.95,287.92,0.15,Technology,6/27/2015
"Okidata Inkjet, White",Northern Europe,1245,161.76,0,Technology,7/16/2013
"Canon Personal Copier, Laser",Oceania,1027.73,182.69,0.1,Technology,02-11-2015
"Brother Wireless Fax, Digital",Oceania,1703.03,737.93,0.1,Technology,06-05-2015
"Smead Lockers, Wire Frame",Southeastern Asia,1803.08,-130.39,0.17,Office Supplies,4/18/2015
"Safco Stackable Bookrack, Pine",Western Europe,676.49,195.29,0.1,Furniture,11/29/2015
"Office Star Rocking Chair, Black",Southern Asia,969.36,348.81,0,Furniture,11-10-2012
"Bush Library with Doors, Metal",Western Europe,1637.01,90.81,0.1,Furniture,9/18/2015
"Sharp Wireless Fax, Digital",South America,1655.96,13.2,0.002,Technology,2/27/2015
"Novimex Executive Leather Armchair, Black",Central America,976.96,232,0.2,Furniture,09-05-2014
"Bush Library with Doors, Pine",Eastern Asia,731.34,175.5,0,Furniture,12/25/2014
"KitchenAid Microwave, Black",Western Africa,1239,0,0,Office Supplies,6/19/2015
"Novimex Executive Leather Armchair, Adjustable",Southeastern Asia,1680.61,368.26,0.27,Furniture,3/17/2015
"Safco Classic Bookcase, Traditional",Southern Asia,2190.75,65.7,0,Furniture,7/13/2015
"Epson Printer, Red",Northern Europe,935.17,114.25,0.1,Technology,06-12-2015
"Eldon File Cart, Single Width",Western Europe,1026.96,441.36,0,Office Supplies,10/17/2015
"Apple Smart Phone, Full Size",Southern Asia,2550,280.44,0,Technology,08-09-2015
"Motorola Smart Phone, Cordless",Southeastern Asia,2667.54,-417.81,0.17,Technology,12/28/2013
"HP Wireless Fax, Laser",Western Europe,1224.71,-129.73,0.15,Technology,12-07-2013
"Cisco Smart Phone, Cordless",Western Europe,2605.92,1042.32,0,Technology,5/20/2014
"Rogers Lockers, Blue",Southern Asia,2962.68,207.06,0,Office Supplies,6/18/2014
"Hon Wood Table, Fully Assembled",Southern Asia,2664,905.7,0,Furniture,11-07-2015
"Hewlett Wireless Fax, High-Speed",Southern Europe,1513.56,741.6,0,Technology,5/31/2013
"Ikea Classic Bookcase, Metal",Northern Europe,1233.63,234.36,0,Furniture,8/20/2014
"Lesro Conference Table, Rectangular",Eastern Europe,855.15,384.81,0,Furniture,06-04-2012
"Okidata Printer, Red",Northern Europe,956.34,-95.7,0.1,Technology,7/14/2012
Xerox 1978,Central US,17.34,8.5,0,Office Supplies,11/13/2013
"Hon Executive Leather Armchair, Adjustable",Southern Europe,1838.52,160.77,0.2,Furniture,10/23/2012
"Motorola Smart Phone, Full Size",Southern Asia,4498.83,674.73,0,Technology,11/19/2012
"Cisco Smart Phone, Cordless",Western Europe,1824.14,-1303.06,0.65,Technology,7/18/2015
"Safco Classic Bookcase, Pine",Central America,2344,46.88,0,Furniture,06-05-2015
"Motorola Signal Booster, Cordless",Eastern Asia,2043.72,756,0,Technology,12/17/2015
"Rogers Shelving, Wire Frame",Eastern Africa,856.8,265.44,0,Office Supplies,6/28/2015
"Cuisinart Stove, Black",Central America,2509.36,426.58,0,Office Supplies,12/24/2015
"Novimex Executive Leather Armchair, Adjustable",Oceania,819.94,191.32,0.1,Furniture,02-08-2013
"Chromcraft Conference Table, Fully Assembled",Central America,2797.25,-0.07,0.2,Furniture,1/27/2012
"Smead Lockers, Blue",South America,1455.08,261.8,0,Office Supplies,08-05-2013
"Safco Library with Doors, Mobile",Southeastern Asia,2189.09,541.37,0.07,Furniture,10/31/2015
"Barricks Conference Table, Fully Assembled",Southern Asia,5451.3,327.06,0,Furniture,03-04-2013
"Motorola Smart Phone, with Caller ID",Southern Asia,1291.08,296.94,0,Technology,06-12-2013
"Hewlett Wireless Fax, Color",Southern Asia,1526.52,732.72,0,Technology,2/26/2012
Cardinal Holdit Business Card Pockets,Eastern US,3.98,1.39,0.2,Office Supplies,9/28/2012
"Office Star Executive Leather Armchair, Black",South America,1869.72,205.56,0,Furniture,7/27/2014
"Sauder Library with Doors, Pine",Central America,1815.24,471.94,0,Furniture,04-01-2014
"Hewlett Fax Machine, Laser",Southern Asia,959.76,460.62,0,Technology,10/25/2015
"Cisco Smart Phone, Full Size",Central America,3045.84,1035.58,0,Technology,6/26/2015
"Apple Smart Phone, Full Size",Central America,2125,297.5,0,Technology,11-05-2014
"Memorex Router, Erganomic",Central Africa,976.08,292.8,0,Technology,12/15/2013
"Canon Fax Machine, High-Speed",Eastern Asia,1266.36,265.92,0,Technology,05-06-2014
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Eastern US,13.04,5.74,0,Office Supplies,9/28/2012
"Bevis Wood Table, with Bottom Storage",Eastern Africa,2134.44,682.92,0,Furniture,09-09-2012
"Canon Wireless Fax, High-Speed",Western Europe,4748.44,844.12,0.1,Technology,4/26/2013
"Okidata Inkjet, White",Southern Africa,1867.5,242.64,0,Technology,11-04-2014
"Novimex Swivel Stool, Adjustable",Eastern Asia,1001.7,250.38,0,Furniture,4/16/2012
Insertable Tab Indexes For Data Binders,Central US,1.91,-3.24,0.8,Office Supplies,9/17/2014
GBC Ibimaster 500 Manual ProClick Binding System,Central US,9892.74,4946.37,0,Office Supplies,12/22/2014
"Cuisinart Stove, Red",Eastern Asia,4306.32,1722.48,0,Office Supplies,11-04-2015
"Breville Microwave, White",Eastern Asia,899.55,323.82,0,Office Supplies,4/14/2014
"Canon Fax and Copier, Digital",Southern Asia,763.92,381.96,0,Technology,11-11-2014
"Nokia Smart Phone, Full Size",Western Europe,2544.24,1093.92,0,Technology,10/17/2013
"Harbour Creations Executive Leather Armchair, Black",Oceania,1136.66,-189.46,0.4,Furniture,10/16/2013
"Novimex Executive Leather Armchair, Red",Eastern Asia,2301,91.95,0,Furniture,02-03-2015
"Cisco Smart Phone, Cordless",Central Africa,3908.88,1563.48,0,Technology,10/16/2013
LG G3,Central US,470.38,52.92,0.2,Technology,06-07-2015
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Southern US,821.88,213.69,0,Furniture,11/24/2015
"Breville Stove, Silver",Southern Asia,2249.16,224.88,0,Office Supplies,9/23/2014
"Hamilton Beach Stove, Black",Central America,2528.26,176.96,0,Office Supplies,01-05-2014
"Lesro Round Table, Rectangular",Western Europe,1461.14,202.19,0.35,Furniture,12/31/2015
"Cisco Smart Phone, Full Size",Central America,3045.84,1035.58,0,Technology,11/19/2014
Ibico Ibimaster 300 Manual Binding System,Central US,1103.97,496.79,0,Office Supplies,12/22/2012
Aastra 6757i CT Wireless VoIP phone,Western US,344.7,38.78,0.2,Technology,5/21/2015
"Bush Classic Bookcase, Pine",Southeastern Asia,2152.96,198.64,0.35,Furniture,09-11-2015
"Logitech Router, Programmable",Western Europe,1244.1,447.75,0,Technology,6/19/2014
"SAFCO Executive Leather Armchair, Adjustable",Central America,2226.82,500.98,0.2,Furniture,12-07-2012
"Safco Classic Bookcase, Mobile",Oceania,1586.41,17.53,0.1,Furniture,9/21/2015
Bevis Boat-Shaped Conference Table,Western US,393.17,-204.45,0.5,Furniture,10-01-2014
"KitchenAid Stove, Silver",Western Asia,3425.4,1233,0,Office Supplies,2/14/2015
"Hoover Stove, Red",Southern Europe,1136.94,568.44,0,Office Supplies,02-11-2015
"Bush Library with Doors, Traditional",Southeastern Asia,677.64,211.26,0.07,Furniture,08-07-2014
"Bush Library with Doors, Pine",Southern Asia,731.34,80.4,0,Furniture,4/18/2015
Canon PC170 Desktop Personal Copier,Central US,287.91,33.59,0.4,Technology,11-12-2013
"Brother Fax Machine, Digital",Southern Asia,1272.72,534.48,0,Technology,05-07-2015
"Hoover Microwave, Silver",Southern Europe,1856.34,909.54,0,Office Supplies,11-06-2014
"Apple Smart Phone, Full Size",Southern Europe,2295,459,0.1,Technology,06-12-2015
"Nokia Smart Phone, Cordless",Western Europe,1622.18,324.38,0.15,Technology,09-02-2013
"Cisco Signal Booster, VoIP",Eastern Asia,1063.44,361.41,0,Technology,6/22/2014
"Memorex Router, USB",Eastern Europe,3449.88,275.94,0,Technology,8/28/2015
"Ikea Library with Doors, Mobile",Central America,585.46,-0.02,0.2,Furniture,5/29/2013
"Sharp Wireless Fax, Color",Western Africa,1429.44,471.6,0,Technology,5/21/2015
"Hon Wood Table, Rectangular",Southern Africa,1057.8,158.64,0,Furniture,4/30/2014
"Bush Library with Doors, Traditional",Eastern Asia,1092.96,393.39,0,Furniture,12/25/2014
"Chromcraft Computer Table, Fully Assembled",Caribbean,1483,741.5,0,Furniture,10/15/2015
"Cuisinart Stove, Black",South America,1792.4,304.7,0,Office Supplies,4/17/2015
"Safco Library with Doors, Traditional",Western Europe,2455.68,-191.16,0.1,Furniture,12-03-2015
"Brother Fax Machine, High-Speed",Western Asia,1900.44,417.96,0,Technology,5/13/2013
"Samsung Smart Phone, Cordless",Southeastern Asia,3712.59,849.87,0.17,Technology,6/24/2014
"Canon Copy Machine, Color",Southern Asia,2372.22,0,0,Technology,05-06-2013
"Nokia Smart Phone, Cordless",Eastern Asia,5725.35,1602.99,0,Technology,11/14/2012
"Ikea Library with Doors, Pine",Southern Europe,2553.18,842.52,0,Furniture,12/24/2015
"Hamilton Beach Refrigerator, Silver",Central America,2003.52,861.48,0,Office Supplies,5/19/2015
"Sharp Fax Machine, Color",Eastern Europe,1188.36,95.04,0,Technology,12-12-2015
"Nokia Smart Phone, with Caller ID",Oceania,2875.1,511.1,0.1,Technology,12-10-2012
"Harbour Creations Executive Leather Armchair, Adjustable",Western Europe,2380.5,952.2,0,Furniture,9/15/2014
"StarTech Card Printer, White",Southern Europe,1619.1,258.9,0,Technology,03-04-2012
"Hoover Stove, White",Southeastern Asia,2821.72,339.88,0.17,Office Supplies,01-05-2013
"Sharp Wireless Fax, Color",Southeastern Asia,2991.1,-128.75,0.07,Technology,11-03-2013
"Hamilton Beach Stove, Black",Southeastern Asia,1798.68,86.64,0.17,Office Supplies,11/19/2014
"Apple Smart Phone, Full Size",Eastern Europe,2544.84,712.44,0,Technology,8/17/2014
"Harbour Creations Executive Leather Armchair, Red",Eastern Asia,951.72,228.36,0,Furniture,06-08-2014
"Motorola Smart Phone, Full Size",Southern Asia,2575.92,978.84,0,Technology,10-06-2015
"Hoover Stove, White",Northern Europe,1699.83,84.96,0,Office Supplies,03-03-2015
"Ikea Library with Doors, Mobile",Oceania,2634.55,116.95,0.1,Furniture,11-04-2014
"Dania Library with Doors, Traditional",Southeastern Asia,3707.35,1554.43,0.07,Furniture,12/25/2014
"Lesro Conference Table, Adjustable Height",Southern Asia,4298.85,300.9,0,Furniture,5/15/2015
"KitchenAid Stove, Black",Eastern Asia,3417.48,854.28,0,Office Supplies,07-08-2015
"Breville Refrigerator, Silver",Southern Europe,2080.32,561.6,0,Office Supplies,5/21/2013
"Samsung Audio Dock, Full Size",Southern Asia,840.6,319.35,0,Technology,08-05-2012
Polycom VoiceStation 500 Conference phone,Western US,471.92,29.5,0.2,Technology,9/26/2015
"Smead File Cart, Single Width",Central Africa,1288.8,90,0,Office Supplies,2/16/2014
"Sauder Stackable Bookrack, Mobile",Oceania,660.69,44.04,0.1,Furniture,5/23/2013
"Cuisinart Stove, Silver",Southern Europe,3234.24,970.2,0,Office Supplies,08-09-2015
"Cisco Smart Phone, Full Size",South America,2171.3,390.8,0,Technology,11/18/2014
"Enermax Router, Erganomic",Oceania,2074.73,276.53,0.1,Technology,2/14/2015
"Nokia Smart Phone, Full Size",Central America,849.8,195.44,0,Technology,11/14/2015
"Sauder Classic Bookcase, Traditional",Oceania,1177.17,353.13,0.1,Furniture,04-01-2014
Fellowes Recycled Storage Drawers,Central US,177.65,-28.87,0.2,Office Supplies,11-12-2013
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Western US,89.58,4.48,0.2,Technology,9/26/2015
"Samsung Smart Phone, VoIP",Southern Asia,2863.08,-458.19,0.5,Technology,8/21/2014
"Cuisinart Microwave, Red",Western Europe,1253.07,236.67,0.1,Office Supplies,5/31/2015
"Breville Stove, Red",Southern Asia,3369.24,606.42,0,Office Supplies,8/29/2013
"Memorex Router, Erganomic",Southern Africa,1464.12,439.2,0,Technology,07-05-2015
"Dania Library with Doors, Pine",Western Europe,1273.13,-993.2,0.5,Furniture,3/17/2013
